date,value
1961-01-24,1468.1600
1961-01-25,1478.2500
1961-01-26,1482.9900
1961-01-27,1486.5200
1961-01-30,1501.5000
1961-01-31,1493.8500
1961-02-01,1514.8000
1961-02-02,1517.8600
1961-02-03,1526.1400
1961-02-06,1552.1700
1961-02-07,1544.0400
1961-02-08,1543.6000
1961-02-09,1557.0100
1961-02-10,1553.1700
1961-02-13,1569.5600
1961-02-14,1581.6400
1961-02-15,1587.6700
1961-02-16,1575.2300
1961-02-17,1567.1600
1961-02-20,1580.4000
1961-02-21,1565.4900
1961-02-22,1562.6600
1961-02-23,1575.6000
1961-02-24,1573.8100
1961-02-27,1545.1300
1961-02-28,1524.5300
1961-03-01,1536.8300
1961-03-02,1543.5300
1961-03-03,1551.8700
1961-03-06,1544.0400
1961-03-07,1538.7000
1961-03-08,1516.9000
1961-03-09,1485.9800
1961-03-10,1511.1900
1961-03-13,1511.4600
1961-03-14,1491.8900
1961-03-15,1493.1300
1961-03-16,1481.3800
1961-03-17,1488.4200
1961-03-20,1487.4900
1961-03-22,1480.7900
1961-03-23,1500.3400
1961-03-24,1526.2800
1961-03-27,1537.1600
1961-03-28,1564.6300
1961-03-29,1577.2200
1961-03-30,1583.3800
1961-03-31,1587.1000
1961-04-03,1599.6600
1961-04-04,1591.2800
1961-04-05,1589.9300
1961-04-06,1588.7000
1961-04-07,1603.6400
1961-04-10,1619.5900
1961-04-11,1631.9100
1961-04-12,1630.6700
1961-04-13,1635.6100
1961-04-14,1648.8400
1961-04-17,1664.1400
1961-04-18,1664.3500
1961-04-19,1673.9900
1961-04-20,1664.9400
1961-04-21,1652.3000
1961-04-24,1665.7800
1961-04-25,1650.8700
1961-04-26,1658.4800
1961-04-27,1646.8600
1961-04-28,1645.5500
1961-05-01,1646.9500
1961-05-02,1637.4400
1961-05-04,1663.0500
1961-05-08,1675.3300
1961-05-09,1684.9700
1961-05-10,1692.4500
1961-05-11,1685.8600
1961-05-12,1687.8200
1961-05-15,1696.7100
1961-05-16,1700.7200
1961-05-17,1703.3600
1961-05-18,1689.4100
1961-05-19,1662.3900
1961-05-22,1650.7700
1961-05-23,1676.5300
1961-05-24,1654.5300
1961-05-25,1661.1600
1961-05-26,1670.2200
1961-05-29,1682.4000
1961-05-30,1675.1500
1961-05-31,1679.3300
1961-06-01,1648.8600
1961-06-02,1635.3400
1961-06-05,1635.1200
1961-06-06,1603.5500
1961-06-07,1579.7300
1961-06-08,1620.6600
1961-06-09,1625.0400
1961-06-12,1616.7500
1961-06-13,1620.9600
1961-06-14,1618.5100
1961-06-15,1649.2500
1961-06-16,1639.6600
1961-06-19,1663.1500
1961-06-20,1670.6800
1961-06-21,1677.4100
1961-06-22,1687.2900
1961-06-23,1697.2400
1961-06-26,1715.1600
1961-06-27,1727.1600
1961-06-28,1734.8200
1961-06-29,1726.9100
1961-06-30,1737.0500
1961-07-03,1760.7200
1961-07-04,1767.0100
1961-07-05,1777.6600
1961-07-06,1781.6100
1961-07-07,1781.6100
1961-07-10,1795.3100
1961-07-11,1793.4500
1961-07-12,1806.4700
1961-07-13,1810.9700
1961-07-14,1822.0200
1961-07-17,1811.9500
1961-07-18,1829.7400
1961-07-19,1804.0600
1961-07-20,1818.1500
1961-07-21,1772.4300
1961-07-24,1793.1900
1961-07-25,1785.3600
1961-07-26,1773.7100
1961-07-27,1761.1700
1961-07-28,1768.2400
1961-07-31,1745.2600
1961-08-01,1752.7900
1961-08-02,1763.8900
1961-08-03,1729.8500
1961-08-04,1720.4700
1961-08-07,1691.8200
1961-08-08,1702.2300
1961-08-09,1673.1800
1961-08-10,1660.0400
1961-08-11,1712.8500
1961-08-14,1727.8000
1961-08-15,1739.1900
1961-08-16,1739.3400
1961-08-17,1735.0700
1961-08-18,1721.0100
1961-08-21,1721.5600
1961-08-22,1707.5100
1961-08-23,1684.9800
1961-08-24,1679.4100
1961-08-25,1689.0200
1961-08-28,1663.9200
1961-08-29,1642.6800
1961-08-30,1615.3700
1961-08-31,1602.3700
1961-09-01,1615.4900
1961-09-04,1614.9400
1961-09-05,1588.5200
1961-09-06,1544.5800
1961-09-07,1573.8900
1961-09-08,1605.4700
1961-09-11,1585.9300
1961-09-12,1573.2500
1961-09-13,1546.2400
1961-09-14,1509.6800
1961-09-15,1515.9800
1961-09-18,1482.0200
1961-09-19,1507.7800
1961-09-20,1509.0300
1961-09-21,1495.5900
1961-09-22,1489.7400
1961-09-25,1488.4700
1961-09-26,1506.9500
1961-09-27,1499.6900
1961-09-28,1525.0600
1961-09-29,1524.7300
1961-10-02,1486.5200
1961-10-03,1465.0800
1961-10-04,1420.3100
1961-10-05,1420.8500
1961-10-06,1395.3100
1961-10-09,1345.4000
1961-10-10,1373.7000
1961-10-11,1398.8800
1961-10-12,1386.0400
1961-10-13,1402.6400
1961-10-16,1409.7900
1961-10-17,1381.6600
1961-10-18,1356.1200
1961-10-19,1315.5500
1961-10-20,1325.4600
1961-10-23,1299.7600
1961-10-24,1308.9900
1961-10-25,1348.3800
1961-10-26,1349.4800
1961-10-27,1333.9900
1961-10-30,1322.1100
1961-10-31,1329.5100
1961-11-01,1360.1500
1961-11-02,1367.5600
1961-11-06,1388.3000
1961-11-07,1413.5000
1961-11-08,1428.8300
1961-11-09,1417.6300
1961-11-10,1426.9500
1961-11-13,1398.7500
1961-11-14,1399.3200
1961-11-15,1388.8800
1961-11-16,1397.8600
1961-11-17,1391.0800
1961-11-20,1376.8000
1961-11-21,1373.5100
1961-11-22,1376.1800
1961-11-24,1367.4700
1961-11-27,1342.4500
1961-11-28,1327.3300
1961-11-29,1303.1500
1961-11-30,1325.7800
1961-12-01,1333.9600
1961-12-04,1327.3500
1961-12-05,1332.9100
1961-12-06,1317.7200
1961-12-07,1298.6900
1961-12-08,1296.6800
1961-12-11,1281.6500
1961-12-12,1279.2100
1961-12-13,1291.1900
1961-12-14,1272.5900
1961-12-15,1267.5900
1961-12-18,1263.4700
1961-12-19,1258.0000
1961-12-20,1281.6300
1961-12-21,1327.5400
1961-12-22,1345.2300
1961-12-25,1384.3700
1961-12-26,1398.8400
1961-12-27,1421.3400
1961-12-28,1432.6000
1962-01-04,1425.3000
1962-01-05,1403.0700
1962-01-08,1426.1200
1962-01-09,1430.7500
1962-01-10,1434.7600
1962-01-11,1461.7900
1962-01-12,1461.2900
1962-01-16,1477.4600
1962-01-17,1467.3100
1962-01-18,1478.9800
1962-01-19,1483.3800
1962-01-22,1496.5400
1962-01-23,1488.3500
1962-01-24,1504.0100
1962-01-25,1511.5300
1962-01-26,1497.0100
1962-01-29,1508.3700
1962-01-30,1497.5200
1962-01-31,1511.1400
1962-02-01,1518.0400
1962-02-02,1526.8200
1962-02-05,1549.8600
1962-02-06,1536.8600
1962-02-07,1552.7000
1962-02-08,1566.1800
1962-02-09,1578.5200
1962-02-12,1573.7000
1962-02-13,1577.8900
1962-02-14,1589.7600
1962-02-15,1577.8200
1962-02-16,1550.4500
1962-02-19,1528.2600
1962-02-20,1532.2100
1962-02-21,1525.2600
1962-02-22,1521.2400
1962-02-23,1526.6500
1962-02-26,1492.4400
1962-02-27,1480.2800
1962-02-28,1502.8800
1962-03-01,1479.8300
1962-03-02,1472.3300
1962-03-05,1482.2700
1962-03-06,1499.3600
1962-03-07,1505.1200
1962-03-08,1496.5000
1962-03-09,1484.3200
1962-03-12,1477.1400
1962-03-13,1475.1500
1962-03-14,1454.6000
1962-03-15,1457.0600
1962-03-16,1484.9000
1962-03-19,1497.3100
1962-03-20,1494.2400
1962-03-22,1510.0200
1962-03-23,1514.9300
1962-03-26,1503.2800
1962-03-27,1508.3600
1962-03-28,1477.4300
1962-03-29,1476.8900
1962-03-30,1436.0100
1962-04-02,1420.3600
1962-04-03,1424.0900
1962-04-04,1417.1500
1962-04-05,1405.9700
1962-04-06,1401.0600
1962-04-09,1390.7800
1962-04-10,1386.5300
1962-04-11,1419.9300
1962-04-12,1413.5000
1962-04-13,1421.9100
1962-04-16,1406.3500
1962-04-17,1391.2600
1962-04-18,1359.8500
1962-04-19,1370.7600
1962-04-20,1377.0200
1962-04-23,1343.8500
1962-04-24,1349.2100
1962-04-25,1342.3000
1962-04-26,1361.7000
1962-04-27,1381.7300
1962-04-30,1378.4200
1962-05-01,1369.0200
1962-05-02,1366.8700
1962-05-04,1372.4800
1962-05-07,1375.1800
1962-05-08,1397.8000
1962-05-09,1413.9400
1962-05-10,1442.0100
1962-05-11,1445.8900
1962-05-14,1426.9400
1962-05-15,1439.3600
1962-05-16,1435.7700
1962-05-17,1426.8000
1962-05-18,1409.3200
1962-05-21,1420.0300
1962-05-22,1413.9500
1962-05-23,1400.0900
1962-05-24,1394.0200
1962-05-25,1403.0000
1962-05-28,1393.4500
1962-05-29,1375.6900
1962-05-30,1362.3000
1962-05-31,1367.0800
1962-06-01,1384.5000
1962-06-04,1395.3200
1962-06-05,1400.6000
1962-06-06,1416.7500
1962-06-07,1422.0000
1962-06-08,1436.0400
1962-06-11,1437.7400
1962-06-12,1441.6300
1962-06-13,1434.7000
1962-06-14,1433.3900
1962-06-15,1432.3400
1962-06-18,1438.7900
1962-06-19,1440.7900
1962-06-20,1433.4200
1962-06-21,1431.8400
1962-06-22,1426.2700
1962-06-25,1406.9700
1962-06-26,1423.1800
1962-06-27,1429.6100
1962-06-28,1436.6400
1962-06-29,1441.9100
1962-07-02,1462.2200
1962-07-03,1475.9300
1962-07-04,1474.0300
1962-07-05,1477.6800
1962-07-06,1485.8700
1962-07-09,1487.2000
1962-07-10,1474.8300
1962-07-11,1468.0000
1962-07-12,1460.8000
1962-07-13,1469.3000
1962-07-16,1477.7900
1962-07-17,1466.4500
1962-07-18,1479.1200
1962-07-19,1469.1100
1962-07-20,1453.1500
1962-07-23,1433.8600
1962-07-24,1440.5600
1962-07-25,1450.2600
1962-07-26,1437.3200
1962-07-27,1426.3500
1962-07-30,1421.8100
1962-07-31,1410.4000
1962-08-01,1412.1100
1962-08-02,1416.1200
1962-08-03,1410.3500
1962-08-06,1389.7900
1962-08-07,1384.8600
1962-08-08,1385.7100
1962-08-09,1382.8700
1962-08-10,1410.7300
1962-08-13,1421.9500
1962-08-14,1418.7900
1962-08-15,1419.6100
1962-08-16,1411.9500
1962-08-17,1420.0700
1962-08-20,1432.2900
1962-08-21,1420.4800
1962-08-22,1412.7600
1962-08-23,1413.3600
1962-08-24,1411.6900
1962-08-27,1403.3400
1962-08-28,1410.9900
1962-08-29,1424.9200
1962-08-30,1424.5500
1962-08-31,1416.9700
1962-09-03,1399.7200
1962-09-04,1389.8700
1962-09-05,1380.2000
1962-09-06,1386.9900
1962-09-07,1379.1300
1962-09-10,1340.9200
1962-09-11,1345.8400
1962-09-12,1329.8100
1962-09-13,1346.6600
1962-09-14,1357.7100
1962-09-17,1339.8200
1962-09-18,1338.5100
1962-09-19,1328.5700
1962-09-20,1326.2600
1962-09-21,1329.8000
1962-09-24,1328.3700
1962-09-25,1322.0200
1962-09-26,1296.5500
1962-09-27,1320.0200
1962-09-28,1306.3200
1962-10-01,1261.7900
1962-10-02,1246.0600
1962-10-03,1240.1600
1962-10-04,1279.9300
1962-10-05,1307.4000
1962-10-08,1327.7700
1962-10-09,1314.0000
1962-10-10,1302.4800
1962-10-11,1281.8700
1962-10-12,1293.5200
1962-10-15,1272.7600
1962-10-16,1266.5300
1962-10-17,1245.5200
1962-10-18,1270.1500
1962-10-19,1262.2100
1962-10-22,1255.5700
1962-10-23,1238.4800
1962-10-24,1243.8600
1962-10-25,1240.4500
1962-10-26,1244.4800
1962-10-29,1216.0400
1962-10-30,1217.0400
1962-10-31,1259.5200
1962-11-01,1286.0900
1962-11-02,1321.7200
1962-11-05,1329.4500
1962-11-06,1354.8400
1962-11-07,1371.6300
1962-11-08,1395.3200
1962-11-09,1391.2300
1962-11-12,1429.6500
1962-11-13,1403.4700
1962-11-14,1412.7400
1962-11-15,1422.3600
1962-11-16,1427.4800
1962-11-19,1416.8800
1962-11-20,1403.1700
1962-11-21,1392.6500
1962-11-22,1421.5500
1962-11-26,1432.4400
1962-11-27,1446.5400
1962-11-28,1439.6900
1962-11-29,1454.7100
1962-11-30,1441.8200
1962-12-03,1457.1100
1962-12-04,1447.4600
1962-12-05,1435.6000
1962-12-06,1434.6600
1962-12-07,1441.2100
1962-12-10,1423.0100
1962-12-11,1411.3200
1962-12-12,1419.7600
1962-12-13,1437.6200
1962-12-14,1432.3400
1962-12-17,1432.7400
1962-12-18,1420.2500
1962-12-19,1431.5700
1962-12-20,1441.4300
1962-12-21,1441.8300
1962-12-24,1430.0400
1962-12-25,1429.5700
1962-12-26,1432.3100
1962-12-27,1422.8100
1962-12-28,1420.4300
1963-01-04,1418.2500
1963-01-07,1391.2200
1963-01-08,1409.0100
1963-01-09,1421.2700
1963-01-10,1412.2800
1963-01-11,1398.7600
1963-01-14,1416.3300
1963-01-16,1413.7500
1963-01-17,1422.9400
1963-01-18,1435.6800
1963-01-21,1473.7900
1963-01-22,1463.2000
1963-01-23,1453.9400
1963-01-24,1468.2900
1963-01-25,1468.8800
1963-01-28,1469.6100
1963-01-29,1463.3000
1963-01-30,1452.4900
1963-01-31,1458.4700
1963-02-01,1464.7000
1963-02-04,1470.7100
1963-02-05,1483.2200
1963-02-06,1495.2400
1963-02-07,1498.6500
1963-02-08,1497.9600
1963-02-11,1510.9600
1963-02-12,1495.1400
1963-02-13,1497.2900
1963-02-14,1492.7300
1963-02-15,1485.9500
1963-02-18,1475.7800
1963-02-19,1484.2200
1963-02-20,1493.5800
1963-02-21,1490.1400
1963-02-22,1495.3800
1963-02-25,1482.9800
1963-02-26,1488.5800
1963-02-27,1490.2200
1963-02-28,1500.5100
1963-03-01,1508.1800
1963-03-04,1522.2800
1963-03-05,1517.6800
1963-03-06,1510.9900
1963-03-07,1510.2300
1963-03-08,1509.8900
1963-03-11,1518.6600
1963-03-12,1517.7600
1963-03-13,1522.0200
1963-03-14,1536.1800
1963-03-15,1536.2800
1963-03-18,1541.4500
1963-03-19,1545.1000
1963-03-20,1554.3000
1963-03-22,1553.6700
1963-03-25,1559.6900
1963-03-26,1568.6900
1963-03-27,1565.0100
1963-03-28,1597.7500
1963-03-29,1599.1400
1963-04-01,1624.1700
1963-04-02,1620.4900
1963-04-03,1612.6100
1963-04-04,1624.9900
1963-04-05,1634.3700
1963-04-08,1629.5000
1963-04-09,1611.0100
1963-04-10,1612.8400
1963-04-11,1611.2900
1963-04-12,1597.9800
1963-04-15,1602.2900
1963-04-16,1603.3700
1963-04-17,1594.4800
1963-04-18,1595.4400
1963-04-19,1585.5500
1963-04-22,1575.0500
1963-04-23,1568.6500
1963-04-24,1569.7600
1963-04-25,1563.6400
1963-04-26,1588.4500
1963-04-30,1592.5700
1963-05-01,1592.9900
1963-05-02,1599.0400
1963-05-06,1594.9200
1963-05-07,1598.8000
1963-05-08,1590.6100
1963-05-09,1596.2600
1963-05-10,1608.1600
1963-05-13,1598.1700
1963-05-14,1592.5100
1963-05-15,1572.8400
1963-05-16,1572.4500
1963-05-17,1558.2800
1963-05-20,1550.0500
1963-05-21,1547.0600
1963-05-22,1533.6500
1963-05-23,1527.7400
1963-05-24,1544.1000
1963-05-27,1556.1100
1963-05-28,1555.5400
1963-05-29,1546.0900
1963-05-30,1549.3100
1963-05-31,1554.7500
1963-06-03,1550.7800
1963-06-04,1528.5200
1963-06-05,1537.6900
1963-06-06,1545.3800
1963-06-07,1553.4100
1963-06-10,1558.0600
1963-06-11,1554.7400
1963-06-12,1559.0200
1963-06-13,1565.5900
1963-06-14,1570.1700
1963-06-17,1549.2500
1963-06-18,1558.8800
1963-06-19,1548.2800
1963-06-20,1549.0600
1963-06-21,1534.8700
1963-06-24,1532.6900
1963-06-25,1551.1600
1963-06-26,1555.9800
1963-06-27,1562.9600
1963-06-28,1552.4300
1963-07-01,1596.5500
1963-07-02,1598.6900
1963-07-03,1585.7500
1963-07-04,1589.2200
1963-07-05,1589.8200
1963-07-08,1588.2000
1963-07-09,1570.5400
1963-07-10,1571.0000
1963-07-11,1555.5200
1963-07-12,1531.1900
1963-07-15,1514.3300
1963-07-16,1490.7300
1963-07-17,1522.4400
1963-07-18,1514.3100
1963-07-19,1449.9000
1963-07-22,1429.2100
1963-07-23,1411.6800
1963-07-24,1450.0300
1963-07-25,1425.8400
1963-07-26,1415.0900
1963-07-29,1352.7300
1963-07-30,1398.9600
1963-07-31,1386.9800
1963-08-01,1370.7600
1963-08-02,1379.9400
1963-08-05,1391.6700
1963-08-06,1379.6100
1963-08-07,1367.3500
1963-08-08,1361.9700
1963-08-09,1374.5000
1963-08-12,1402.8100
1963-08-13,1413.6700
1963-08-14,1413.0500
1963-08-15,1406.7100
1963-08-16,1386.6400
1963-08-19,1371.3800
1963-08-20,1346.5000
1963-08-21,1330.5200
1963-08-22,1330.5700
1963-08-23,1324.9600
1963-08-26,1314.0100
1963-08-27,1339.3900
1963-08-28,1337.5700
1963-08-29,1359.1400
1963-08-30,1350.6500
1963-09-02,1344.3600
1963-09-03,1337.2300
1963-09-04,1320.3900
1963-09-05,1320.6700
1963-09-06,1305.7100
1963-09-09,1295.8100
1963-09-10,1311.7600
1963-09-11,1338.4600
1963-09-12,1358.2700
1963-09-13,1378.6800
1963-09-16,1387.7800
1963-09-17,1402.2700
1963-09-18,1383.8400
1963-09-19,1381.6800
1963-09-20,1368.6300
1963-09-23,1355.8200
1963-09-25,1344.2900
1963-09-26,1334.3200
1963-09-27,1330.2300
1963-09-30,1301.6800
1963-10-01,1316.7900
1963-10-02,1317.4700
1963-10-03,1318.0900
1963-10-04,1346.9200
1963-10-07,1351.9100
1963-10-08,1342.6500
1963-10-09,1328.4900
1963-10-10,1340.6700
1963-10-11,1331.9000
1963-10-14,1319.6700
1963-10-15,1329.9400
1963-10-16,1332.4100
1963-10-17,1332.4700
1963-10-18,1351.9400
1963-10-21,1356.2100
1963-10-22,1373.9100
1963-10-23,1387.3600
1963-10-24,1380.8900
1963-10-25,1375.3900
1963-10-28,1380.0000
1963-10-29,1379.8800
1963-10-30,1370.1000
1963-10-31,1358.6000
1963-11-01,1334.5700
1963-11-04,1340.5700
1963-11-05,1333.6000
1963-11-06,1337.8000
1963-11-07,1318.0200
1963-11-08,1311.9600
1963-11-11,1299.1700
1963-11-12,1299.9100
1963-11-13,1281.8200
1963-11-14,1295.2300
1963-11-15,1286.2000
1963-11-18,1314.4600
1963-11-19,1314.2600
1963-11-20,1309.7900
1963-11-21,1297.6100
1963-11-22,1285.5000
1963-11-25,1245.2300
1963-11-26,1259.1500
1963-11-27,1284.0200
1963-11-28,1283.3000
1963-11-29,1280.2100
1963-12-02,1257.3000
1963-12-03,1244.4000
1963-12-04,1243.9200
1963-12-05,1239.5400
1963-12-06,1261.9200
1963-12-09,1258.8500
1963-12-10,1245.2000
1963-12-11,1232.8100
1963-12-12,1224.9200
1963-12-13,1227.0100
1963-12-16,1216.3100
1963-12-17,1214.8500
1963-12-18,1200.6400
1963-12-19,1218.9300
1963-12-20,1224.4500
1963-12-23,1216.2100
1963-12-24,1224.1000
1963-12-25,1230.8500
1963-12-26,1243.9400
1963-12-27,1233.7000
1964-01-06,1205.4800
1964-01-07,1205.7700
1964-01-08,1215.5900
1964-01-09,1212.1100
1964-01-10,1210.3800
1964-01-13,1259.0800
1964-01-14,1269.2000
1964-01-16,1278.6500
1964-01-17,1293.2600
1964-01-20,1316.7800
1964-01-21,1326.8000
1964-01-22,1333.7900
1964-01-23,1321.2400
1964-01-24,1319.3300
1964-01-27,1324.3200
1964-01-28,1326.6400
1964-01-29,1338.1800
1964-01-30,1323.5300
1964-01-31,1326.9600
1964-02-03,1305.1000
1964-02-04,1300.6900
1964-02-05,1293.9400
1964-02-06,1290.8700
1964-02-07,1290.0800
1964-02-10,1285.6600
1964-02-11,1306.2500
1964-02-12,1293.3300
1964-02-13,1286.8000
1964-02-14,1287.5900
1964-02-17,1280.3300
1964-02-18,1273.8600
1964-02-19,1270.7600
1964-02-20,1284.7400
1964-02-21,1274.1500
1964-02-24,1264.2000
1964-02-25,1264.7500
1964-02-26,1269.5000
1964-02-27,1268.4500
1964-02-28,1260.5700
1964-03-02,1253.9000
1964-03-03,1278.5600
1964-03-04,1267.1600
1964-03-05,1266.2700
1964-03-06,1274.9600
1964-03-09,1263.4900
1964-03-10,1253.5000
1964-03-11,1238.6500
1964-03-12,1237.7300
1964-03-13,1224.9100
1964-03-16,1221.0100
1964-03-17,1217.6700
1964-03-18,1204.6300
1964-03-19,1218.4400
1964-03-23,1214.4400
1964-03-24,1213.4400
1964-03-25,1228.5200
1964-03-26,1241.5500
1964-03-27,1225.9200
1964-03-30,1214.6600
1964-03-31,1222.1700
1964-04-01,1233.9200
1964-04-02,1235.9500
1964-04-03,1219.5700
1964-04-06,1210.8200
1964-04-07,1208.4700
1964-04-08,1209.8900
1964-04-09,1203.2100
1964-04-10,1207.5400
1964-04-13,1216.9000
1964-04-14,1216.4800
1964-04-15,1225.1400
1964-04-16,1235.4600
1964-04-17,1225.7400
1964-04-20,1221.8600
1964-04-21,1225.2200
1964-04-22,1217.2500
1964-04-23,1217.7300
1964-04-24,1213.6800
1964-04-27,1217.0700
1964-04-28,1222.6200
1964-04-30,1232.2400
1964-05-01,1238.3800
1964-05-04,1245.6400
1964-05-06,1244.4000
1964-05-07,1256.9700
1964-05-08,1265.7700
1964-05-11,1268.4700
1964-05-12,1274.4600
1964-05-13,1272.4900
1964-05-14,1282.2700
1964-05-15,1297.7500
1964-05-18,1303.7200
1964-05-19,1315.5800
1964-05-20,1308.0400
1964-05-21,1319.7200
1964-05-22,1318.2500
1964-05-25,1317.7100
1964-05-26,1315.5500
1964-05-27,1315.4300
1964-05-28,1322.2600
1964-05-29,1311.6800
1964-06-01,1319.3400
1964-06-02,1303.9200
1964-06-03,1308.7700
1964-06-04,1303.7900
1964-06-05,1300.8900
1964-06-08,1298.5400
1964-06-09,1318.3700
1964-06-10,1322.9300
1964-06-11,1332.4000
1964-06-12,1331.2100
1964-06-15,1344.9400
1964-06-16,1331.4600
1964-06-17,1333.2200
1964-06-18,1320.9900
1964-06-19,1319.7400
1964-06-22,1315.8000
1964-06-23,1323.2400
1964-06-24,1324.5200
1964-06-25,1325.6000
1964-06-26,1328.2500
1964-06-29,1348.4700
1964-06-30,1359.3100
1964-07-01,1352.9700
1964-07-02,1364.0500
1964-07-03,1369.0000
1964-07-06,1362.7800
1964-07-07,1352.3800
1964-07-08,1350.0400
1964-07-09,1339.3300
1964-07-10,1338.2200
1964-07-13,1331.4000
1964-07-14,1339.2600
1964-07-15,1332.0100
1964-07-16,1343.9900
1964-07-17,1342.8600
1964-07-20,1325.4300
1964-07-21,1315.9500
1964-07-22,1310.4900
1964-07-23,1310.6500
1964-07-24,1315.9900
1964-07-27,1326.1900
1964-07-28,1325.3700
1964-07-29,1314.0100
1964-07-30,1306.7200
1964-07-31,1309.2100
1964-08-03,1303.7600
1964-08-04,1296.7200
1964-08-05,1294.8900
1964-08-06,1294.4300
1964-08-07,1298.0300
1964-08-10,1304.9400
1964-08-11,1300.2900
1964-08-12,1292.1600
1964-08-13,1287.4000
1964-08-14,1275.4900
1964-08-17,1284.5900
1964-08-18,1288.3300
1964-08-19,1281.7500
1964-08-20,1288.7000
1964-08-21,1294.6300
1964-08-24,1280.2300
1964-08-25,1287.5400
1964-08-26,1281.2000
1964-08-27,1273.9800
1964-08-28,1262.1900
1964-08-31,1276.1100
1964-09-01,1293.9200
1964-09-02,1299.9600
1964-09-03,1292.5000
1964-09-04,1285.5400
1964-09-07,1286.2600
1964-09-08,1278.0300
1964-09-09,1269.6600
1964-09-10,1256.5500
1964-09-11,1261.9100
1964-09-14,1259.9400
1964-09-15,1247.3000
1964-09-16,1239.0300
1964-09-17,1263.2200
1964-09-18,1259.3300
1964-09-21,1247.6000
1964-09-22,1240.2500
1964-09-24,1240.4800
1964-09-25,1234.6800
1964-09-28,1210.3400
1964-09-29,1211.2200
1964-09-30,1217.2300
1964-10-01,1223.6400
1964-10-02,1216.1900
1964-10-05,1206.5000
1964-10-06,1208.6800
1964-10-07,1203.1400
1964-10-08,1218.3300
1964-10-09,1231.0700
1964-10-12,1222.4100
1964-10-13,1218.9900
1964-10-14,1219.3400
1964-10-15,1215.2000
1964-10-16,1213.3000
1964-10-19,1210.2200
1964-10-20,1212.3000
1964-10-21,1209.7600
1964-10-22,1207.7400
1964-10-23,1208.5800
1964-10-26,1207.8100
1964-10-27,1210.5400
1964-10-28,1204.6800
1964-10-29,1207.7700
1964-10-30,1209.4000
1964-11-02,1207.6200
1964-11-04,1205.0700
1964-11-05,1208.5400
1964-11-06,1204.6700
1964-11-09,1202.6900
1964-11-10,1202.8900
1964-11-11,1204.2700
1964-11-12,1214.1200
1964-11-13,1216.3300
1964-11-16,1217.5300
1964-11-17,1224.5500
1964-11-18,1221.6800
1964-11-19,1221.7700
1964-11-20,1221.1600
1964-11-24,1208.5700
1964-11-25,1206.7600
1964-11-26,1208.1100
1964-11-27,1211.4700
1964-11-30,1209.3100
1964-12-01,1209.0900
1964-12-02,1208.0600
1964-12-03,1207.1200
1964-12-04,1206.0300
1964-12-07,1206.9300
1964-12-08,1210.5000
1964-12-09,1212.3700
1964-12-10,1214.8700
1964-12-11,1216.9700
1964-12-14,1219.8100
1964-12-15,1214.4900
1964-12-16,1215.5800
1964-12-17,1216.8700
1964-12-18,1217.1000
1964-12-21,1218.2100
1964-12-22,1234.6500
1964-12-23,1227.9600
1964-12-24,1229.4300
1964-12-25,1214.7300
1964-12-28,1216.5500
1965-01-04,1227.1100
1965-01-05,1257.7200
1965-01-06,1263.9900
1965-01-07,1274.2700
1965-01-08,1286.4300
1965-01-11,1289.9800
1965-01-12,1288.5400
1965-01-13,1281.6700
1965-01-14,1289.5000
1965-01-18,1271.6800
1965-01-19,1270.3400
1965-01-20,1268.8800
1965-01-21,1270.4600
1965-01-22,1261.8300
1965-01-25,1249.7200
1965-01-26,1248.0500
1965-01-27,1258.2100
1965-01-28,1247.2000
1965-01-29,1242.2700
1965-02-01,1242.8300
1965-02-02,1238.7500
1965-02-03,1248.0300
1965-02-04,1261.6000
1965-02-05,1263.5900
1965-02-08,1258.9300
1965-02-09,1251.6800
1965-02-10,1248.6100
1965-02-11,1260.7300
1965-02-12,1257.9400
1965-02-15,1249.5000
1965-02-16,1247.0100
1965-02-17,1239.0800
1965-02-18,1241.4100
1965-02-19,1237.3500
1965-02-22,1224.8200
1965-02-23,1223.5900
1965-02-24,1219.1000
1965-02-25,1216.7100
1965-02-26,1213.0700
1965-03-01,1206.4800
1965-03-02,1202.5400
1965-03-03,1207.8200
1965-03-04,1213.0300
1965-03-05,1209.6400
1965-03-08,1190.9800
1965-03-09,1178.4300
1965-03-10,1173.3400
1965-03-11,1164.6300
1965-03-12,1175.8600
1965-03-15,1188.4900
1965-03-16,1181.2200
1965-03-17,1175.3000
1965-03-18,1182.6900
1965-03-19,1175.8800
1965-03-22,1170.2800
1965-03-23,1167.7900
1965-03-24,1157.0500
1965-03-25,1157.0700
1965-03-26,1162.7700
1965-03-29,1118.7900
1965-03-30,1139.3000
1965-03-31,1132.7700
1965-04-01,1127.5800
1965-04-02,1128.5700
1965-04-05,1124.4500
1965-04-06,1154.3900
1965-04-07,1159.9800
1965-04-08,1183.1200
1965-04-09,1180.5700
1965-04-12,1163.0000
1965-04-13,1149.4100
1965-04-14,1142.2300
1965-04-15,1151.7300
1965-04-16,1148.2100
1965-04-19,1136.1300
1965-04-20,1131.1700
1965-04-21,1119.8600
1965-04-22,1144.5500
1965-04-23,1133.3000
1965-04-26,1144.2200
1965-04-27,1150.0800
1965-04-28,1171.0600
1965-04-30,1176.6400
1965-05-04,1173.4800
1965-05-06,1163.5100
